Start Time Sub A (s),End Time Sub A (s),Delay Sub A (ms),Start Time Sub B,End Time Sub B,Delay Sub B (ms)
40.337,40.354,17,40.338,40.373,35
40.561,40.581,20,40.561,40.607,46
40.793,40.812,19,40.794,40.832,38
41.034,41.057,23,41.035,41.075,40
41.254,41.293,39,41.255,41.275,20
41.472,41.49,18,41.473,41.514,41
41.67,41.689,19,41.67,41.703,33
41.944,41.985,41,41.945,41.971,26
42.173,42.202,29,42.174,42.224,50
42.4,42.419,19,42.401,42.436,35
42.612,42.631,19,42.613,42.65,37
42.88,42.904,24,42.881,42.926,45
43.109,43.128,19,43.11,43.161,51
43.362,43.381,19,43.363,43.398,35
43.599,43.619,20,43.6,43.643,43
43.848,43.882,34,43.849,43.901,52
44.13,44.149,19,44.131,44.167,36
44.387,44.407,20,44.388,44.431,43
44.603,44.622,19,44.604,44.635,31
44.801,44.82,19,44.802,44.84,38
45.036,45.058,22,45.037,45.083,46
45.293,45.317,24,45.294,45.34,46
45.544,45.561,17,45.544,45.58,36
45.736,45.757,21,45.737,45.785,48
45.991,46.014,23,45.992,46.035,43
46.258,46.283,25,46.258,46.302,44
46.483,46.502,19,46.483,46.525,42
46.732,46.773,41,46.732,46.753,21
46.941,46.961,20,46.942,46.98,38
47.151,47.175,24,47.152,47.193,41
47.367,47.387,20,47.367,47.409,42
47.579,47.601,22,47.58,47.618,38
47.827,47.842,15,47.828,47.855,27
48.038,48.058,20,48.039,48.076,37
48.247,48.275,28,48.248,48.292,44
48.482,48.502,20,48.483,48.532,49
48.739,48.756,17,48.74,48.772,32
48.939,48.963,24,48.944,48.983,39
49.189,49.21,21,49.189,49.229,40
49.44,49.461,21,49.441,49.478,37
49.654,49.674,20,49.654,49.69,36
49.854,49.872,18,49.855,49.894,39
50.065,50.089,24,50.066,50.113,47
50.294,50.321,27,50.295,50.352,57
50.56,50.589,29,50.561,50.614,53
50.774,50.797,23,50.774,50.824,50
51.034,51.061,27,51.035,51.085,50
51.258,51.278,20,51.259,51.298,39
51.494,51.515,21,51.495,51.531,36
51.738,51.761,23,51.739,51.782,43
51.971,51.988,17,51.971,52.01,39
52.183,52.21,27,52.184,52.228,44
52.426,52.446,20,52.427,52.472,45
52.643,52.67,27,52.645,52.698,53
52.902,52.939,37,52.903,52.921,18
53.157,53.184,27,53.158,53.199,41
53.352,53.37,18,53.352,53.382,30
53.543,53.563,20,53.544,53.581,37
53.758,53.791,33,53.759,53.803,44
53.998,54.023,25,53.999,54.046,47
54.245,54.264,19,54.246,54.287,41
54.471,54.504,33,54.471,54.526,55
54.739,54.757,18,54.74,54.773,33
54.967,54.988,21,54.967,55.007,40
55.178,55.198,20,55.178,55.222,44
55.383,55.401,18,55.384,55.418,34
55.611,55.631,20,55.612,55.65,38
55.853,55.881,28,55.853,55.916,63
56.106,56.128,22,56.107,56.147,40
56.305,56.343,38,56.305,56.326,21
56.503,56.529,26,56.508,56.549,41
56.767,56.79,23,56.767,56.813,46
57.015,57.034,19,57.016,57.055,39
57.229,57.25,21,57.229,57.27,41
57.443,57.461,18,57.443,57.484,41
57.675,57.691,16,57.675,57.709,34
57.927,57.969,42,57.927,57.949,22
58.142,58.163,21,58.144,58.187,43
58.356,58.373,17,58.356,58.389,33
58.549,58.57,21,58.55,58.589,39
58.753,58.77,17,58.754,58.794,40
58.985,59.003,18,58.986,59.022,36
59.206,59.231,25,59.207,59.253,46
59.45,59.47,20,59.451,59.482,31
59.662,59.686,24,59.662,59.706,44
59.905,59.923,18,59.906,59.947,41
0.154,0.178,24,0.154,0.203,49
0.379,0.404,25,0.381,0.42,39
0.59,0.614,24,0.593,0.638,45
0.821,0.841,20,0.821,0.858,37
1.045,1.071,26,1.048,1.087,39
1.26,1.282,22,1.26,1.3,40
1.522,1.547,25,1.523,1.566,43
1.734,1.766,32,1.735,1.785,50
1.94,1.956,16,1.94,1.974,34
2.146,2.177,31,2.15,2.198,48
2.363,2.388,25,2.364,2.414,50
2.595,2.616,21,2.596,2.631,35
2.823,2.844,21,2.824,2.874,50
3.076,3.094,18,3.077,3.117,40
3.303,3.335,32,3.303,3.352,49
3.544,3.562,18,3.545,3.578,33
3.75,3.775,25,3.751,3.792,41
3.983,4.01,27,3.983,4.028,45
4.251,4.276,25,4.252,4.299,47
4.529,4.55,21,4.53,4.57,40
4.747,4.764,17,4.747,4.78,33
4.942,4.959,17,4.942,4.979,37
5.159,5.191,32,5.159,5.21,51
5.394,5.413,19,5.395,5.434,39
5.602,5.653,51,5.602,5.628,26
5.821,5.844,23,5.821,5.86,39
6.015,6.043,28,6.02,6.065,45
6.303,6.329,26,6.303,6.349,46
6.567,6.589,22,6.567,6.615,48
6.817,6.834,17,6.817,6.853,36
7.017,7.037,20,7.017,7.063,46
7.235,7.256,21,7.236,7.276,40
7.492,7.515,23,7.493,7.533,40
7.712,7.731,19,7.712,7.75,38
7.919,7.939,20,7.92,7.956,36
8.155,8.177,22,8.155,8.196,41
8.387,8.413,26,8.388,8.428,40
8.645,8.663,18,8.646,8.681,35
8.874,8.894,20,8.875,8.919,44
9.119,9.138,19,9.119,9.158,39
9.354,9.373,19,9.354,9.41,56
9.564,9.582,18,9.565,9.603,38
9.834,9.856,22,9.835,9.88,45
10.077,10.096,19,10.078,10.112,34
10.303,10.32,17,10.304,10.336,32
10.514,10.531,17,10.515,10.549,34
10.747,10.771,24,10.747,10.798,51
11.065,11.086,21,11.066,11.111,45
11.327,11.379,52,11.328,11.362,34
11.589,11.615,26,11.589,11.631,42
11.814,11.839,25,11.814,11.864,50
12.055,12.081,26,12.057,12.104,47
12.301,12.329,28,12.301,12.346,45
12.551,12.571,20,12.551,12.589,38
12.799,12.832,33,12.8,12.845,45
13.054,13.094,40,13.055,13.075,20
13.263,13.285,22,13.264,13.306,42
13.49,13.508,18,13.49,13.524,34
13.687,13.703,16,13.687,13.72,33
13.899,13.924,25,13.901,13.939,38
14.145,14.194,49,14.145,14.166,21
14.453,14.477,24,14.454,14.496,42
14.706,14.729,23,14.707,14.751,44
14.945,14.964,19,14.946,14.981,35
15.175,15.194,19,15.176,15.217,41
15.432,15.5,68,15.433,15.476,43
15.707,15.723,16,15.708,15.743,35
15.917,15.935,18,15.917,15.955,38
16.145,16.166,21,16.146,16.197,51
16.383,16.403,20,16.383,16.42,37
16.597,16.619,22,16.6,16.639,39
16.845,16.868,23,16.845,16.902,57
17.115,17.137,22,17.115,17.162,47
17.378,17.397,19,17.379,17.417,38
17.621,17.641,20,17.622,17.656,34
17.814,17.834,20,17.814,17.85,36
18.061,18.083,22,18.062,18.101,39
18.305,18.328,23,18.307,18.349,42
18.532,18.551,19,18.533,18.567,34
18.755,18.779,24,18.756,18.797,41
18.981,18.999,18,18.981,19.014,33
19.212,19.234,22,19.213,19.26,47
19.458,19.478,20,19.459,19.505,46
19.708,19.728,20,19.708,19.743,35
19.953,19.977,24,19.954,19.997,43
20.163,20.186,23,20.164,20.205,41
20.361,20.377,16,20.361,20.394,33
20.545,20.561,16,20.545,20.577,32
20.753,20.788,35,20.754,20.804,50
21.006,21.029,23,21.007,21.053,46
21.271,21.29,19,21.272,21.311,39
21.469,21.487,18,21.47,21.507,37
21.67,21.693,23,21.672,21.715,43
21.923,21.947,24,21.924,21.963,39
22.142,22.162,20,22.144,22.197,53
22.428,22.447,19,22.428,22.476,48
22.683,22.703,20,22.683,22.719,36
22.875,22.904,29,22.876,22.924,48
23.138,23.161,23,23.138,23.185,47
23.372,23.395,23,23.373,23.411,38
23.579,23.599,20,23.579,23.627,48
23.829,23.846,17,23.829,23.862,33
24.049,24.078,29,24.05,24.096,46
24.295,24.31,15,24.295,24.329,34
24.487,24.513,26,24.489,24.539,50
24.747,24.769,22,24.748,24.791,43
24.995,25.017,22,24.997,25.036,39
25.22,25.24,20,25.221,25.26,39
25.459,25.478,19,25.46,25.498,38
25.686,25.704,18,25.689,25.734,45
25.944,25.964,20,25.945,25.984,39
26.172,26.199,27,26.173,26.22,47
26.401,26.424,23,26.402,26.446,44
26.607,26.631,24,26.609,26.65,41
26.85,26.897,47,26.851,26.878,27
27.112,27.131,19,27.113,27.153,40
27.345,27.366,21,27.346,27.387,41
27.634,27.66,26,27.636,27.683,47
27.875,27.896,21,27.875,27.914,39
28.082,28.112,30,28.088,28.139,51
28.33,28.352,22,28.331,28.375,44
28.579,28.599,20,28.58,28.618,38
28.81,28.827,17,28.811,28.842,31
29.012,29.03,18,29.012,29.048,36
29.218,29.246,28,29.224,29.262,38
29.447,29.47,23,29.448,29.496,48
29.657,29.679,22,29.658,29.699,41
29.937,29.961,24,29.939,29.983,44
30.172,30.2,28,30.173,30.217,44
30.427,30.446,19,30.427,30.471,44
30.658,30.678,20,30.659,30.704,45
30.904,30.928,24,30.905,30.947,42
31.126,31.154,28,31.126,31.184,58
31.426,31.452,26,31.426,31.469,43
31.689,31.712,23,31.689,31.729,40
31.97,31.994,24,31.971,32.019,48
32.227,32.25,23,32.227,32.275,48
32.524,32.541,17,32.524,32.561,37
32.732,32.756,24,32.735,32.776,41
32.966,32.994,28,32.967,33.011,44
33.201,33.232,31,33.201,33.25,49
33.427,33.445,18,33.428,33.458,30
33.648,33.693,45,33.648,33.673,25
33.935,33.953,18,33.936,33.972,36
34.18,34.208,28,34.181,34.229,48
34.418,34.441,23,34.421,34.463,42
34.626,34.645,19,34.626,34.667,41
34.856,34.873,17,34.856,34.89,34
35.064,35.081,17,35.065,35.102,37
35.274,35.291,17,35.275,35.305,30
35.45,35.465,15,35.45,35.479,29
35.626,35.643,17,35.627,35.66,33
35.834,35.85,16,35.834,35.876,42
36.038,36.058,20,36.039,36.078,39
36.238,36.256,18,36.239,36.272,33
36.429,36.457,28,36.432,36.476,44
36.707,36.733,26,36.71,36.758,48
36.992,37.014,22,36.993,37.031,38
37.23,37.252,22,37.23,37.276,46
37.451,37.474,23,37.451,37.501,50
37.694,37.713,19,37.694,37.739,45
37.957,37.981,24,37.957,38.006,49
38.211,38.231,20,38.211,38.247,36
38.403,38.421,18,38.403,38.438,35
38.621,38.64,19,38.621,38.669,48
38.842,38.863,21,38.842,38.886,44
39.087,39.104,17,39.087,39.119,32
39.361,39.392,31,39.361,39.429,68
39.631,39.651,20,39.631,39.674,43
39.878,39.905,27,39.879,39.929,50
40.116,40.146,30,40.117,40.171,54
40.36,40.384,24,40.362,40.405,43
40.574,40.596,22,40.575,40.619,44
40.79,40.809,19,40.79,40.831,41
41.023,41.041,18,41.024,41.059,35
41.268,41.297,29,41.269,41.319,50
41.476,41.494,18,41.476,41.512,36
41.685,41.708,23,41.688,41.73,42
41.954,41.974,20,41.954,41.992,38
42.195,42.217,22,42.196,42.241,45
42.442,42.47,28,42.443,42.489,46
42.659,42.679,20,42.66,42.702,42
42.93,42.96,30,42.935,42.976,41
43.147,43.163,16,43.148,43.181,33
43.349,43.37,21,43.35,43.385,35
43.595,43.612,17,43.596,43.628,32
43.802,43.82,18,43.803,43.835,32
43.999,44.018,19,43.999,44.041,42
44.238,44.259,21,44.238,44.277,39
44.477,44.502,25,44.478,44.522,44
44.73,44.753,23,44.731,44.792,61
44.955,44.975,20,44.955,44.991,36
45.16,45.18,20,45.16,45.202,42
45.406,45.433,27,45.407,45.462,55
45.632,45.649,17,45.633,45.67,37
45.868,45.903,35,45.868,45.918,50
46.125,46.142,17,46.126,46.169,43
46.347,46.377,30,46.347,46.396,49
46.578,46.601,23,46.579,46.623,44
46.831,46.861,30,46.831,46.883,52
47.087,47.111,24,47.087,47.139,52
47.312,47.33,18,47.313,47.347,34
47.514,47.542,28,47.515,47.563,48
47.769,47.79,21,47.77,47.811,41
48.023,48.047,24,48.026,48.065,39
48.239,48.261,22,48.24,48.281,41
48.459,48.481,22,48.46,48.499,39
48.683,48.702,19,48.683,48.724,41
48.901,48.922,21,48.902,48.942,40
49.152,49.174,22,49.153,49.192,39
49.378,49.401,23,49.378,49.426,48
49.613,49.643,30,49.614,49.662,48
49.86,49.878,18,49.861,49.897,36
50.059,50.077,18,50.06,50.097,37
50.271,50.295,24,50.272,50.31,38
50.493,50.513,20,50.493,50.534,41
50.734,50.755,21,50.734,50.775,41
50.938,50.982,44,50.938,50.961,23
51.155,51.176,21,51.156,51.203,47
51.374,51.392,18,51.374,51.408,34
51.617,51.639,22,51.618,51.655,37
51.834,51.85,16,51.835,51.868,33
52.032,52.049,17,52.033,52.07,37
52.234,52.256,22,52.236,52.276,40
52.502,52.528,26,52.502,52.557,55
52.754,52.775,21,52.755,52.798,43
53.044,53.065,21,53.044,53.091,47
53.314,53.334,20,53.314,53.362,48
53.524,53.545,21,53.525,53.561,36
53.719,53.743,24,53.721,53.76,39
53.938,53.958,20,53.938,53.98,42
54.216,54.239,23,54.217,54.257,40
54.461,54.479,18,54.462,54.497,35
54.69,54.709,19,54.691,54.729,38
54.874,54.891,17,54.874,54.907,33
55.058,55.073,15,55.058,55.099,41
55.312,55.336,24,55.313,55.355,42
55.517,55.538,21,55.517,55.552,35
55.717,55.733,16,55.717,55.756,39
55.955,55.974,19,55.956,55.993,37
56.149,56.168,19,56.149,56.197,48
56.404,56.424,20,56.404,56.444,40
56.646,56.671,25,56.647,56.69,43
56.856,56.876,20,56.857,56.899,42
57.069,57.118,49,57.072,57.098,26
57.296,57.322,26,57.297,57.345,48
57.544,57.562,18,57.544,57.582,38
57.773,57.794,21,57.773,57.81,37
57.983,58,17,57.983,58.017,34
58.175,58.201,26,58.176,58.217,41
58.372,58.39,18,58.373,58.408,35
58.647,58.665,18,58.647,58.689,42
58.888,58.91,22,58.889,58.931,42
59.091,59.108,17,59.092,59.126,34
59.312,59.333,21,59.313,59.356,43
59.53,59.55,20,59.53,59.569,39
59.764,59.791,27,59.768,59.811,43
59.962,59.978,16,59.962,59.995,33
0.145,0.168,23,0.15,0.193,43
0.395,0.415,20,0.395,0.435,40
0.605,0.623,18,0.605,0.64,35
0.82,0.84,20,0.821,0.857,36
1.06,1.078,18,1.06,1.101,41
1.345,1.367,22,1.346,1.394,48
1.617,1.637,20,1.618,1.655,37
1.831,1.851,20,1.831,1.873,42
2.065,2.086,21,2.065,2.104,39
2.29,2.312,22,2.291,2.329,38
2.505,2.525,20,2.505,2.543,38
2.698,2.717,19,2.698,2.736,38
2.953,2.972,19,2.954,2.995,41
3.165,3.21,45,3.165,3.194,29
3.436,3.456,20,3.437,3.479,42
3.705,3.731,26,3.706,3.755,49
4.012,4.029,17,4.013,4.058,45
4.234,4.253,19,4.234,4.276,42
4.45,4.466,16,4.451,4.482,31
4.661,4.681,20,4.661,4.703,42
4.919,4.937,18,4.92,4.955,35
5.118,5.138,20,5.119,5.156,37
5.32,5.341,21,5.321,5.362,41
5.529,5.548,19,5.529,5.566,37
5.734,5.759,25,5.735,5.778,43
5.966,5.986,20,5.967,6.007,40
6.174,6.192,18,6.175,6.21,35
6.386,6.409,23,6.387,6.427,40
6.681,6.714,33,6.682,6.745,63
6.984,7.004,20,6.985,7.023,38
7.197,7.218,21,7.2,7.239,39
7.419,7.449,30,7.42,7.474,54
7.683,7.704,21,7.683,7.728,45
7.922,7.941,19,7.923,7.96,37
8.16,8.189,29,8.16,8.21,50
8.388,8.407,19,8.388,8.425,37
8.635,8.658,23,8.635,8.674,39
8.882,8.907,25,8.886,8.936,50
9.099,9.117,18,9.1,9.134,34
9.297,9.314,17,9.298,9.329,31
9.504,9.522,18,9.505,9.536,31
9.73,9.755,25,9.731,9.772,41
9.982,10.005,23,9.982,10.023,41
10.19,10.207,17,10.19,10.224,34
10.391,10.408,17,10.391,10.425,34
10.617,10.651,34,10.618,10.666,48
10.861,10.879,18,10.861,10.898,37
11.067,11.09,23,11.068,11.11,42
11.262,11.277,15,11.262,11.293,31
11.439,11.459,20,11.439,11.473,34
11.674,11.698,24,11.676,11.726,50
11.939,11.958,19,11.939,11.984,45
12.214,12.234,20,12.214,12.261,47
12.473,12.489,16,12.473,12.519,46
12.678,12.698,20,12.679,12.718,39
12.898,12.93,32,12.899,12.959,60
13.157,13.177,20,13.158,13.197,39
13.412,13.438,26,13.413,13.462,49
13.646,13.692,46,13.647,13.707,60
13.872,13.898,26,13.873,13.919,46
14.115,14.132,17,14.115,14.154,39
14.354,14.372,18,14.355,14.393,38
14.598,14.62,22,14.6,14.636,36
14.845,14.869,24,14.845,14.892,47
